station,phylum,class,order,family,taxa,rep.a,rep.b,rep.c,total,
BI-SIP2,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,1,0,1,
BI-SIP2,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
BI-SIP2,Nemertea,,,,Nemertea (LPIL),2,2,0,4,
BI-SIP2,Platyhelminthes,,,,Platyhelminthes (LPIL),1,0,0,1,
BI-SIP3,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma (LPIL),1,0,1,2,
BI-SIP3,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra cuprea,1,0,0,1,
BI-SIP3,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,2,0,6,8,
BI-SIP3,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera americana,1,0,0,1,
BI-SIP3,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,0,2,3,
BI-SIP3,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,2,0,2,4,
BI-SIP3,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),0,4,7,11,
BI-SIP3,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,0,0,1,1,
BI-SIP3,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,9,0,7,16,
BI-SIP3,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,1,0,0,1,
BI-SIP3,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,7,9,11,27,
BI-SIP3,Annelida,Polychaeta,Spionida,Spionidae,Spionidae (LPIL),1,0,0,1,
BI-SIP3,Annelida,Polychaeta,Terebellida,Cirratulidae,Cirratulidae (LPIL),1,0,0,1,
BI-SIP3,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,4,2,0,6,
BI-SIP3,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer faxoni,0,1,0,1,
BI-SIP3,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),2,0,0,2,
BI-SIP3,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,0,1,1,
GS-22,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,3,1,3,7,
GS-23,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,0,1,1,
GS-25,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,0,3,3,
GS-27,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,0,0,1,1,
GS-3,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,2,0,2,4,
BI-SIP3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,2,0,2,
BI-SIP3,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,1,0,2,
BI-SIP3,Nemertea,,,,Nemertea (LPIL),0,0,1,1,
BI-SIP4,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,3,2,1,6,
BI-SIP4,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,5,6,12,
BI-SIP4,Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesionidae (LPIL),0,0,1,1,
BI-SIP4,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,1,1,3,
BI-SIP4,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereididae (LPIL),0,1,0,1,
BI-SIP4,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce arenae,0,1,0,1,
BI-SIP4,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoidae (LPIL),1,1,0,2,
BI-SIP4,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,17,7,26,
BI-SIP4,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,0,1,0,1,
BI-SIP4,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,0,2,0,2,
BI-SIP4,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,2,2,2,6,
BI-SIP4,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,2,2,4,
BI-SIP4,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,1,1,0,2,
BI-SIP4,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Euceramus praelongus,0,1,0,1,
BI-SIP4,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,1,0,1,
BI-SIP4,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,0,0,1,
BI-SIP4,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,1,16,1,18,
BI-SIP4,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara floridana,0,8,0,8,
BI-SIP4,Mollusca,Bivalvia,Venerida,Veneridae,Chione elevata,0,1,1,2,
GS-5,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,3,2,4,9,
GS9,Mollusca,Bivalvia,Veneroida,Mactridae,Mulinia lateralis,1,0,0,1,
GS-5,Mollusca,Bivalvia,Veneroida,Lucinidae,Parvilucina multilineata,0,1,0,1,
BI-HN2,Mollusca,Bivalvia,Veneroida,Lucinidae,Radiolucina amianta,0,1,0,1,
BI-SIP4,Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Acteocina canaliculata,0,1,0,1,
BI-SIP4,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,1,1,2,
BI-SIP4,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
BI-SIP6,Annelida,Polychaeta,Orbiniida,Orbiniidae,Leitoscoloplos (LPIL),0,0,1,1,
BI-SIP6,Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos rubra,4,1,0,5,
BI-SIP6,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,1,3,5,
BI-SIP6,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce arenae,1,0,0,1,
BI-SIP6,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),1,5,1,7,
BI-SIP6,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,0,2,0,2,
BI-SIP6,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Acanthohaustorius sp. C,8,6,1,15,
BI-SIP6,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,0,2,2,
BI-SIP6,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,1,0,1,
BI-WS5,Mollusca,Bivalvia,Veneroida,Lucinidae,Radiolucina amianta,0,1,0,1,
GS-25,Mollusca,Bivalvia,Veneroida,Lucinidae,Radiolucina amianta,1,0,0,1,
BI-ES23,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,0,1,1,
BI-SIP6,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,1,1,
BI-SIP6,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. B,0,0,1,1,
BI-SIP6,Nemertea,,,,Nemertea (LPIL),0,1,0,1,
BI-WS1,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,1,0,0,1,
BI-WS1,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,1,0,1,2,
BI-WS1,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polynoidae (LPIL),1,0,0,1,
BI-WS1,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,9,3,0,12,
BI-WS1,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,3,3,6,12,
BI-WS1,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,0,0,1,
BI-WS1,Hemichordata,Enteropneusta,,Ptychoderidae,Balanoglossus (LPIL),3,1,1,5,
BI-WS1,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,0,0,2,2,
BI-WS2,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,2,3,0,5,
BI-WS2,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,0,1,1,2,
BI-WS2,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,1,0,1,
BI-WS2,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,0,1,0,1,
BI-WS2,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce arenae,0,0,1,1,
BI-WS2,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,0,0,1,1,
BI-WS2,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),6,9,26,41,
BI-WS2,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,1,0,0,1,
BI-WS2,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,0,0,2,2,
BI-WS2,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),0,1,0,1,
BI-WS2,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,2,0,1,3,
BI-WS2,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),0,2,0,2,
BI-WS2,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,1,0,1,
BI-WS2,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),4,3,0,7,
BI-WS2,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,2,2,0,4,
BI-HS1,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,1,2,3,
BI-NDK1,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,1,1,2,
BI-NDK7,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,0,1,1,
BI-WS2,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,2,0,3,
BI-WS2,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,0,1,0,1,
BI-WS2,Mollusca,Gastropoda,Pyramidellida,Pyramidellidae,Eulimastoma (LPIL),1,0,0,1,
BI-WS2,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,0,1,
BI-WS2,Nemertea,,,,Nemertea (LPIL),1,0,1,2,
BI-WS2,Sipuncula,Sipunculidea,Golfingiida,Phascolionidae,Phascolion strombus,0,4,1,5,
BI-WS2,Sipuncula,,,,Sipuncula (LPIL),0,1,0,1,
BI-WS3,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra cuprea,0,1,0,1,
BI-WS3,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,2,2,4,8,
BI-WS3,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,4,1,2,7,
BI-WS3,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,5,2,7,
BI-WS3,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,3,5,1,9,
BI-WS3,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),13,14,7,34,
BI-WS3,Annelida,Polychaeta,Scolecida,Capitellidae,Notomastus latericeus,0,2,1,3,
BI-WS3,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,16,20,8,44,
BI-WS3,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,6,1,3,10,
BI-WS3,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete finmarchica,0,0,4,4,
BI-WS3,Annelida,Polychaeta,Terebellida,Ampharetidae,Hobsonia florida,2,0,0,2,
BI-WS3,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprellidae (LPIL),0,5,0,5,
BI-WS3,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,2,3,2,7,
BI-WS3,Arthropoda,Malacostraca,Decapoda,Majidae,Majidae (LPIL),0,0,1,1,
BI-WS3,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,2,0,0,2,
BI-WS3,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae (LPIL),0,1,0,1,
BI-WS3,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,0,0,1,
BI-WS3,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,0,29,0,29,
BI-WS3,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara floridana,0,7,0,7,
BI-WS3,Mollusca,Bivalvia,Arcoida,Arcidae,Lunarca ovalis,0,3,0,3,
BI-SIP3,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,1,0,0,1,
BI-SIP6,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,1,1,0,2,
BI-WS2,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,1,0,1,
BI-WS3,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbellidae (LPIL),0,1,0,1,
BI-WS3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,0,0,1,
BI-WS3,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,1,0,0,1,
BI-WS3,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,0,1,1,
BI-WS4,Annelida,Polychaeta,Amphinomida,Amphinomidae,Paramphinome sp. B,0,1,1,2,
BI-WS4,Annelida,Polychaeta,Eunicida,Oenonidae,Drilonereis longa,0,0,1,1,
BI-WS4,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,0,2,0,2,
BI-WS4,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce arenae,0,0,1,1,
BI-WS4,Annelida,Polychaeta,Phyllodocida,Pilargidae,Synelmis ewingi,0,0,1,1,
BI-WS4,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),4,22,24,50,
BI-WS4,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,0,2,3,5,
BI-WS4,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,5,11,7,23,
BI-WS4,Annelida,Polychaeta,Spionida,Spionidae,Polydora cornuta,1,0,0,1,
BI-WS4,Annelida,Polychaeta,Spionida,Spionidae,Scolelepis texana,0,0,1,1,
BI-WS4,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharetidae (LPIL),0,1,0,1,
BI-WS4,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,Ampelisca (LPIL),0,0,1,1,
BI-WS4,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,4,1,0,5,
BI-WS4,Arthropoda,Malacostraca,Decapoda,Paguridae,Pagurus (LPIL),2,0,0,2,
BI-WS4,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemonetes (LPIL),0,1,0,1,
BI-WS4,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,3,1,4,
BI-WS4,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae (LPIL),1,0,0,1,
BI-WS4,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),1,0,0,1,
BI-WS4,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),0,1,0,1,
BI-WS4,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),1,1,0,2,
BI-WS4,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,0,0,1,1,
BI-WS4,Mollusca,Bivalvia,Venerida,Veneridae,Parastarte triquetra,2,0,0,2,
BI-WS4,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),1,0,0,1,
BI-WS4,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,5,3,8,
BI-WS8,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,1,0,1,2,
BI-WS9,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,7,1,3,11,
GS-2,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,1,0,1,
GS-22,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,1,0,0,1,
BI-WS4,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,3,1,5,
BI-WS4,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),0,0,2,2,
BI-WS4,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,1,0,2,3,
BI-WS5,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtyidae (LPIL),0,2,0,2,
BI-WS5,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),2,0,2,4,
BI-WS5,Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus oculatus,0,0,1,1,
BI-WS5,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,0,0,1,1,
BI-WS5,Annelida,Polychaeta,Spionida,Spionidae,Spio (LPIL),0,0,1,1,
BI-WS5,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,0,0,1,1,
BI-WS5,Arthropoda,Malacostraca,Amphipoda,Haustoriidae,Lepidactylus triarticulatus,0,0,1,1,
BI-WS5,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,1,1,3,5,
BI-WS5,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,2,0,2,
BI-WS5,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,1,5,1,7,
BI-WS5,Arthropoda,Malacostraca,Tanaidacea,Kalliapseudidae,Kalliapseudes bahamaensis,0,1,0,1,
BI-WS5,Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma (LPIL),1,1,0,2,
BI-WS5,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),0,0,1,1,
GS-28,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,0,2,0,2,
BI-WS5,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,2,1,0,3,
BI-WS5,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,0,2,2,
BI-WS6,Annelida,Polychaeta,Amphinomida,Amphinomidae,Paramphinome sp. B,3,1,2,6,
BI-WS6,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,0,0,1,
BI-WS6,Annelida,Polychaeta,Phyllodocida,Hesionidae,Podarkeopsis levifuscina,0,1,3,4,
BI-WS6,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,1,1,0,2,
BI-WS6,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais limicola,0,1,2,3,
BI-WS6,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,1,5,1,7,
BI-WS6,Arthropoda,Malacostraca,Amphipoda,Liljeborgiidae ,Idunella barnardi,0,0,1,1,
BI-WS6,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,8,0,8,
BI-WS6,Echinodermata,Ophiuroidea,,,Ophiuroidea (LPIL),1,0,0,1,
GS-3,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,1,0,3,4,
BI-WS6,Nemertea,,,,Nemertea (LPIL),0,1,2,3,
BI-WS7,Annelida,Polychaeta,Eunicida,Eunicidae,Eunicidae (LPIL),1,0,1,2,
BI-WS7,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra cuprea,0,1,0,1,
BI-WS7,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,6,2,2,10,
BI-WS7,Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera americana,0,1,0,1,
BI-WS7,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,2,2,2,6,
BI-WS7,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,3,2,1,6,
BI-WS7,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalionidae (LPIL),1,0,0,1,
BI-WS7,Annelida,Polychaeta,Scolecida,Capitellidae,Heteromastus filiformis,0,1,1,2,
BI-WS7,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),7,5,13,25,
BI-WS7,Annelida,Polychaeta,Scolecida,Paraonidae,Levinsenia gracilis,0,1,0,1,
BI-WS7,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,15,13,12,40,
BI-WS7,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,4,0,4,8,
BI-WS7,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharetidae (LPIL),2,3,3,8,
BI-WS7,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,3,1,1,5,
BI-WS7,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,2,0,1,3,
BI-WS7,Arthropoda,Malacostraca,Mysida,Mysidae,Americamysis bigelowi,0,0,1,1,
BI-WS7,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),1,0,3,4,
BI-WS7,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,0,1,1,
GS-5,Mollusca,Bivalvia,Veneroida,Tellinidae,Scissula iris,1,1,1,3,
BI-SIP2,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,0,1,0,1,
BI-WS7,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Columbellidae (LPIL),0,1,0,1,
BI-WS7,Mollusca,Gastropoda,Neotaenioglossa,Naticidae,Tectonatica pusilla,1,0,1,2,
BI-WS7,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,0,1,1,2,
BI-WS7,Nemertea,,,,Nemertea (LPIL),0,0,2,2,
BI-WS8,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma (LPIL),1,0,0,1,
BI-WS8,Annelida,Polychaeta,Eunicida,Onuphidae,Diopatra cuprea,2,0,0,2,
BI-WS8,Annelida,Polychaeta,Eunicida,Onuphidae,Onuphidae (LPIL),0,0,1,1,
BI-WS8,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,8,5,8,21,
BI-WS8,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,4,4,3,11,
BI-WS8,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,1,1,0,2,
BI-WS8,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,1,2,0,3,
BI-WS8,Annelida,Polychaeta,Phyllodocida,Pilargidae,Ancistrosyllis jonesi,1,0,0,1,
BI-WS8,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,2,0,0,2,
BI-WS8,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalionidae (LPIL),1,1,1,3,
BI-WS8,Annelida,Polychaeta,Scolecida,Capitellidae,Capitellidae (LPIL),0,1,0,1,
BI-WS8,Annelida,Polychaeta,Scolecida,Capitellidae,Heteromastus filiformis,1,0,0,1,
BI-WS8,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),23,14,13,50,
BI-WS8,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus ambiseta,0,2,0,2,
BI-WS8,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,8,1,5,14,
BI-WS8,Annelida,Polychaeta,Spionida,Spionidae,Paraprionospio pinnata,2,1,1,4,
BI-WS8,Annelida,Polychaeta,Spionida,Spionidae,Streblospio benedicti,0,0,1,1,
BI-WS8,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharetidae (LPIL),3,4,4,11,
BI-WS8,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,2,1,2,5,
BI-WS8,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,2,2,0,4,
BI-WS8,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Pinnixa sayana,0,0,1,1,
BI-WS8,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),2,1,0,3,
BI-WS8,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),4,2,0,6,
BI-WS8,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Hemipholis elongata,9,0,0,9,
BI-WS8,Mollusca,Bivalvia,Arcoida,Arcidae,Anadara floridana,2,0,0,2,
BI-WS8,Mollusca,Bivalvia,Venerida,Veneridae,Chione elevata,2,0,0,2,
BI-WS8,Mollusca,Bivalvia,Venerida,Veneridae,Veneridae (LPIL),1,0,0,1,
BI-SIP3,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,2,0,0,2,
BI-SIP4,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,1,4,2,7,
BI-SIP6,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,1,0,0,1,
BI-WS2,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,1,1,0,2,
BI-WS4,Mollusca,Bivalvia,Veneroida,Semelidae,Semele proficua,0,1,0,1,
BI-WS8,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius acutus,1,0,0,1,
BI-WS8,Nemertea,Anopla,Heteronemertea,Lineidae,Lineidae (LPIL),2,1,1,4,
BI-WS8,Nemertea,Anopla,Paleonemertea,Tubulanidae,Tubulanus sp. A,2,1,2,5,
BI-WS9,Annelida,Polychaeta,Oweniida,Oweniidae,Owenia fusiformis,2,5,9,16,
BI-WS9,Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde solitaria,1,0,0,1,
BI-WS9,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus verrilli,0,2,0,2,
BI-WS9,Annelida,Polychaeta,Phyllodocida,Nereididae,Nereis micromma,1,0,0,1,
BI-WS9,Annelida,Polychaeta,Phyllodocida,Pilargidae,Sigambra tentaculata,1,2,0,3,
BI-WS9,Annelida,Polychaeta,Scolecida,Capitellidae,Mediomastus (LPIL),1,9,4,14,
BI-WS9,Annelida,Polychaeta,Spionida,Magelonidae,Magelona uebelackerae,1,4,0,5,
BI-WS9,Annelida,Polychaeta,Spionida,Spionidae,Apoprionospio pygmaea,0,1,0,1,
BI-WS9,Annelida,Polychaeta,Spionida,Spionidae,Spiophanes bombyx,1,0,0,1,
BI-WS9,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharetidae (LPIL),1,0,0,1,
BI-WS9,Arthropoda,Malacostraca,Cumacea,Diastylidae,Oxyurostylis lecroyae,0,1,1,2,
BI-WS9,Arthropoda,Malacostraca,Decapoda,Callianassidae,Callianassidae (LPIL),0,0,1,1,
BI-WS9,Arthropoda,Malacostraca,Decapoda,Ogyrididae,Ogyrides alphaerostris,0,2,0,2,
BI-WS9,Arthropoda,Malacostraca,Decapoda,Solenoceridae,Solenoceridae (LPIL),0,0,1,1,
BI-WS9,Arthropoda,Malacostraca,Mysida,Mysidae,Bowmaniella dissimilis,0,1,1,2,
BI-WS9,Cnidaria,Anthozoa,Actiniaria,,Actiniaria (LPIL),2,2,2,6,
BI-WS9,Echinodermata,Ophiuroidea,Ophiurida,Amphiuridae,Amphiuridae (LPIL),0,0,1,1,
